rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
432.87762451171875	518.9074096679688	9.549704551696777	61.68052459716797	172.07465362548828	281.1099853515625	482.5323181152344	2054.1008789062503	15573.568359375
433.3943176269531	518.7723999023438	6.87106990814209	61.74633895874023	173.7502670288086	281.3349304199219	481.8114471435547	2055.6550683593755	15582.6533203125
433.2804260253906	518.58154296875	2.0544323921203613	62.681788024902346	172.97572326660156	281.00439453125	483.11341857910156	2050.84640625	15547.408203125
433.333740234375	518.2954711914062	4.809811592102051	63.063392333984375	173.17339324951172	282.17047119140625	482.27879333496094	2050.4291015625	15500.7431640625
431.2475280761719	517.3414306640625	2.429041862487793	60.99921493530274	173.0240478515625	280.27691650390625	479.44195556640625	2054.76134765625	15533.5244140625
430.4200439453125	517.0524291992188	8.12231159210205	60.24020767211914	172.27975463867188	279.22015380859375	478.70872497558594	2051.69525390625	15523.314453125
429.9015197753906	517.4976196289062	3.1595985889434814	59.56651321411133	170.74681091308594	279.0649108886719	478.7622985839844	2047.5402832031252	15519.8486328125
429.94366455078125	517.01513671875	4.626579284667969	59.44441864013672	171.68207550048828	279.6802062988281	479.9769744873047	2044.5299462890625	15541.2021484375
430.2152099609375	516.771728515625	2.2122159004211426	61.45109085083008	172.58038330078125	279.450439453125	477.9132843017578	2047.9943261718752	15568.2099609375
431.2324523925781	516.6849975585938	4.748940467834473	61.26652267456055	172.81964111328125	280.01348876953125	479.9505615234375	2043.031259765625	15527.67578125
430.7460021972656	516.1334228515625	7.1690287590026855	60.912298431396486	172.64186096191406	279.7171936035156	479.8974151611328	2042.3453857421882	15546.9501953125
425.42529296875	514.84619140625	0.1589372307062149	58.628612670898434	168.73859405517578	275.8006286621094	471.2899169921875	2039.750341796875	15509.96484375
425.5337829589844	514.80810546875	2.3561744689941406	55.33714874267579	168.78665161132812	275.753173828125	472.9826354980469	2036.4841406250007	15508.4208984375
425.9992980957031	515.7867431640625	2.8804659843444824	56.967728271484376	168.49319458007812	276.3582458496094	474.1666564941406	2033.9725048828127	15539.8486328125
425.76190185546875	516.4537963867188	4.041088104248047	57.26938171386719	167.43463134765625	275.1495666503906	473.8507843017578	2033.58580078125	15544.2900390625
423.9825744628906	515.05419921875	0.8916590809822083	55.89654998779297	167.1556396484375	274.6435852050781	471.5026397705078	2034.0695654296878	15519.8837890625
422.7901306152344	514.9088134765625	2.4564273357391357	54.172768402099614	165.93345642089844	273.1517639160156	469.62451171875	2026.48419921875	15564.7412109375
423.2618713378906	515.8053588867188	2.9072554111480713	54.380657806396485	165.99331665039062	273.1611633300781	470.57794189453125	2033.6599902343753	15554.3486328125
424.0528564453125	516.5491333007812	0.5344948172569275	54.12830001831055	166.82527923583984	273.6953430175781	472.0436706542969	2040.0264550781258	15516.6123046875
423.53253173828125	516.648681640625	2.3289377689361572	55.53789077758789	166.21099853515625	273.59954833984375	470.2971496582031	2043.2320312500003	15567.146484375
423.2144775390625	516.7770385742188	1.5814918279647827	54.00819320678711	166.21029663085938	272.99359130859375	471.096923828125	2043.8034423828126	15533.1123046875
424.0819396972656	517.1304321289062	2.233887195587158	54.11892562866211	166.229248046875	273.97998046875	472.5535888671875	2043.9247509765626	15534.8515625
423.2502136230469	516.6932983398438	3.982933521270752	54.10364486694336	165.93463134765625	273.5815734863281	471.1944580078125	2043.6034716796878	15559.3798828125
423.7842712402344	516.9522705078125	4.735416412353516	54.917896118164066	166.3309097290039	273.57574462890625	470.5246887207031	2046.3329052734375	15567.990234375
424.07330322265625	517.0667724609375	3.689518928527832	55.09913467407227	166.74175262451172	273.0806884765625	470.6665954589844	2044.4194042968752	15505.4736328125
423.68927001953125	517.1488647460938	0.2688297629356384	55.810645294189456	166.0550537109375	272.48101806640625	470.49267578125	2050.6911035156254	15539.345703125
424.10833740234375	517.4404296875	5.045670032501221	54.859912719726566	165.4806900024414	274.3114013671875	471.7950897216797	2045.9845996093752	15533.3955078125
423.8376770019531	517.6405639648438	0.42412617802619934	53.335569305419924	166.6749725341797	273.6146240234375	471.0824890136719	2044.671640625	15534.9111328125
422.5135498046875	516.7880249023438	0.274066299200058	53.33245361328125	165.5743179321289	272.68963623046875	469.9879455566406	2042.3886962890626	15575.5634765625
